authorization_notice_id,filing_date,patentee,address,IPC
CN104112692B,2014-07,研究所,北京市,H
CN104114020B,2013-02,公司,美国,A
CN104114469B,2013-02,公司,德国,B
CN104053099B,2014-01,公司,日本,H
CN104071580B,2014-07,公司,上海市,B
CN104154111B,2014-04,公司,瑞典,F
CN104158750B,2014-05,公司,巴巴多斯,H
CN104159221B,2013-05,公司,广东省,H
CN104159974B,2013-03,公司,德国,C
CN104160636B,2012-04,公司,美国,H
CN104161021B,2014-04,公司,日本,A
CN104164905B,2014-07,研究所,江苏省,E
CN104170428B,2012-06,公司,美国,H
CN104199261B,2006-01,公司,美国,G
CN104203403B,2013-03,研究所,日本,B
CN104205953B,2013-02,公司,韩国,H
CN104231546B,2014-06,公司,日本,C
CN104243323B,2013-06,公司,广东省,H
CN104244149B,2014-06,公司,芬兰,H
CN104244464B,2014-01,公司,巴巴多斯,H
CN104252866B,2014-06,研究所,美国,G
CN104254793B,2012-11,公司,美国,G
CN104261407B,2014-05,公司,美国,C
CN104272498B,2013-04,公司,德国,H
CN104281554B,2014-07,公司,德国,G
CN104288195B,2011-11,公司,日本,A
CN104293680B,2014-08,公司,广东省,C
CN104294003B,2014-09,个人,安徽省,C
CN104302436B,2013-03,公司,德国,B
CN104335512B,2013-06,公司,美国,H
CN104337703B,2014-08,公司,德国,A
CN104347221B,2014-08,公司,德国,H
CN104347308B,2014-08,公司,法国,H
CN104348941B,2013-07,公司,广东省,H
CN104349098B,2014-06,公司,台湾省,H
CN104350753B,2013-05,公司,爱尔兰,H
CN104378519B,2013-08,公司,广东省,H
CN104390706B,2007-01,公司,以色列,G
CN104395192B,2013-06,公司,德国,B
CN104412630B,2013-05,公司,瑞典,H
CN104423707B,2014-09,公司,美国,G
CN104424380B,2014-09,公司,法国,G
CN104427095B,2013-08,研究所,上海市,H
CN104427538B,2013-08,公司,广东省,H
CN104434957B,2014-12,公司,重庆市,A
CN104455598B,2014-08,公司,瑞士,F
CN104463831B,2013-09,公司,广东省,G
CN104466882B,2014-09,公司,法国,H
CN104469788B,2014-09,研究所,法国,H
CN104471487B,2013-07,公司,德国,"['G', 'C']"
CN104487903B,2012-11,公司,日本,G
CN104426815B,2013-08,公司,广东省,H
CN104512291B,2014-09,公司,日本,B
CN104512554B,2014-09,公司,英国,B
CN104516247B,2014-06,公司,日本,G
CN104545921B,2014-10,公司,以色列,A
CN104553801B,2014-01,公司,韩国,B
CN104567841B,2014-12,公司,北京市,G
CN104578524B,2014-10,公司,美国,H
CN104581729B,2014-09,公司,广东省,H
CN104584159B,2013-06,公司,美国,H
CN104503803B,2014-12,研究所,上海市,G
CN104586364B,2015-01,学校,湖北省,A
CN104590917B,2015-01,公司,广东省,B
CN104593444B,2013-10,公司,重庆市,C
CN104600658B,2014-10,公司,美国,H
CN104603408B,2013-08,公司,日本,F
CN104615595B,2013-11,研究所,北京市,G
CN104615598B,2013-11,公司,江苏省,"['G', 'H']"
CN104617963B,2013-11,研究所,广东省,H
CN104618320B,2014-11,公司,美国,H
CN104584630B,2013-07,公司,法国,H
CN104622865B,2013-11,学校,上海市,A
CN104630103B,2015-01,研究所,广东省,C
CN104636336B,2013-11,研究所,北京市,G
CN104637455B,2013-11,个人,德国,G
CN104639830B,2014-12,公司,广东省,H
CN104640113B,2014-11,公司,德国,H
CN104641708B,2013-09,公司,韩国,H
CN104641716B,2012-04,公司,北京市,H
CN104641783B,2014-11,公司,德国,"['A', 'H']"
CN104645728B,2014-11,公司,德国,B
CN104651334B,2013-11,研究所,上海市,C
CN104653694B,2013-11,研究所,浙江省,F
CN104654980B,2014-12,公司,北京市,G
CN104656398B,2014-11,公司,日本,G
CN104683755B,2014-11,公司,日本,"['H', 'B']"
CN104683983B,2015-01,研究所,四川省,H
CN104685914B,2013-11,研究所,广东省,H
CN104693405B,2015-03,学校,陕西省,C
CN104698789B,2012-08,公司,日本,G
CN104701927B,2014-12,公司,日本,H
CN104712672B,2014-12,研究所,德国,F
CN104714301B,2014-12,公司,美国,G
CN104714724B,2011-09,研究所,北京市,G
CN104717828B,2014-12,公司,德国,H
CN104722448B,2014-06,公司,日本,B
CN104726357B,2013-12,研究所,上海市,C
CN104730464B,2013-12,研究所,天津市,H
CN104736060B,2013-10,公司,日本,A
CN104736135B,2013-10,公司,日本,A
CN104743396B,2014-12,公司,日本,B
CN104750551B,2013-12,研究所,广东省,G
CN104754342B,2014-12,公司,加拿大,H
CN104754631B,2013-12,公司,广东省,H
CN104756604B,2013-10,公司,荷兰,H
CN104760509B,2015-01,公司,日本,B
CN104769956B,2013-11,公司,日本,H
CN104770274B,2013-06,研究所,山东省,"['A', 'H']"
CN104774772B,2015-04,学校,四川省,C
CN104775761B,2015-01,公司,日本,E
CN104776450B,2015-01,公司,瑞士,F
CN104778854B,2014-01,个人,广东省,H
CN104779103B,2015-01,公司,法国,H
CN104794797B,2015-05,研究所,河南省,G
CN104796663B,2015-01,公司,韩国,H
CN104796922B,2014-01,公司,广东省,H
CN104802245B,2014-01,公司,浙江省,B
CN104807895B,2014-01,公司,北京市,G
CN104810929B,2015-01,公司,韩国,H
CN104812396B,2013-03,公司,美国,A
CN104813748B,2013-09,公司,美国,H
CN104815867B,2015-04,公司,江西省,B
CN104816723B,2015-02,公司,德国,B
CN104820354B,2012-03,公司,日本,G
CN104820467B,2012-01,公司,美国,G
CN104822899B,2013-11,公司,美国,E
CN104838709B,2013-09,研究所,广东省,H
CN104847861B,2015-02,公司,瑞典,"['F', 'B']"
CN104852909B,2015-04,研究所,浙江省,H
CN104871548B,2014-01,公司,日本,H
CN104875740B,2015-02,公司,瑞典,B
CN104880919B,2015-01,公司,日本,G
CN104885046B,2013-12,公司,美国,G
CN104885523B,2013-12,研究所,广东省,H
CN104885527B,2013-12,研究所,广东省,H
CN104885537B,2013-11,公司,瑞典,H
CN104888221B,2015-06,学校,上海市,A
CN104898844B,2015-06,研究所,江苏省,G
CN104900215B,2015-03,公司,美国,G
CN104901025B,2014-03,公司,广东省,H
CN104904262B,2013-12,研究所,广东省,H
CN104904270B,2013-11,研究所,广东省,H
CN104905510B,2015-03,公司,新加坡,A
CN104909559B,2014-03,公司,四川省,C
CN104912736B,2014-06,公司,瑞士,F
CN104912919B,2015-03,公司,日本,F
CN104914741B,2015-03,公司,美国,G
CN104919191B,2013-12,公司,美国,F
CN104919427B,2013-11,研究所,美国,G
CN104919832B,2013-12,研究所,美国,H
CN104921755B,2015-03,公司,日本,A
CN104923270B,2015-03,公司,法国,B
CN104933614B,2015-06,研究所,北京市,G
CN104934455B,2015-03,公司,日本,H
CN104937450B,2013-04,公司,英国,G
CN104937474B,2013-04,公司,英国,G
CN104943695B,2015-03,公司,瑞典,B
CN104943763B,2015-07,学校,浙江省,B
CN104945500B,2009-06,学校,美国,C
CN104949262B,2015-03,公司,日本,F
CN104949499B,2015-03,个人,德国,"['F', 'B']"
CN104952875B,2014-03,公司,台湾省,H
CN104953728B,2014-03,公司,广东省,H
CN104954958B,2015-03,公司,日本,H
CN104960039B,2015-07,研究所,安徽省,B
CN104962509B,2015-06,学校,河北省,C
CN104965260B,2015-06,个人,上海市,G
CN104966266B,2015-06,公司,福建省,G
CN104967652B,2015-03,研究所,广东省,H
CN104967671B,2015-06,学校,江苏省,H
CN104969580B,2013-12,公司,韩国,H
CN104976276B,2015-04,公司,瑞典,F
CN104978760B,2015-03,公司,美国,G
CN104980477B,2014-04,公司,北京市,H
CN104960826B,2015-07,公司,江苏省,B
CN104994456B,2015-07,公司,广东省,H
CN104994478B,2015-07,研究所,上海市,H
CN104995903B,2014-02,公司,荷兰,H
CN104995933B,2014-07,公司,韩国,H
CN104997803B,2011-07,公司,美国,A
CN105003467B,2015-04,公司,比利时,F
CN105008833B,2014-04,公司,韩国,"['F', 'H']"
CN105009152B,2014-03,公司,荷兰,G
CN105009494B,2013-11,研究所,广东省,H
CN105009646B,2013-12,公司,日本,H
CN105011369B,2015-06,公司,湖北省,A
CN105013678B,2015-08,研究所,江苏省,B
CN105020050B,2015-06,学校,北京市,F
CN105021993B,2015-06,研究所,北京市,G
CN105022089B,2014-05,公司,天津市,G
CN105023240B,2015-07,学校,广东省,G
CN105024920B,2015-07,研究所,广东省,H
CN105026338B,2014-01,公司,日本,C
CN105027466B,2013-12,研究所,广东省,H
CN105047980B,2015-03,公司,韩国,H
CN105048266B,2015-08,学校,北京市,H
CN105048599B,2015-08,研究所,湖北省,H
CN105049862B,2015-04,公司,德国,H
CN105050185B,2015-05,学校,广东省,H
CN105061622B,2015-08,研究所,贵州省,"['C', 'A']"
CN105068378B,2015-07,学校,湖北省,G
CN105070283B,2015-08,研究所,北京市,G
CN105074422B,2014-03,公司,美国,G
CN105042187B,2015-04,公司,芬兰,"['F', 'B']"
CN105079160B,2015-08,公司,江苏省,A
CN105085220B,2014-05,个人,北京市,C
CN105089734B,2015-05,研究所,美国,F
CN105093818B,2015-08,研究所,北京市,G
CN105094830B,2015-07,研究所,北京市,G
CN105095311B,2014-05,公司,开曼群岛,G
CN105096581B,2015-09,公司,山东省,G
CN105099930B,2014-05,研究所,浙江省,H
CN105074556B,2013-12,公司,瑞士,G
CN105100675B,2015-09,公司,广东省,H
CN105101194B,2014-04,研究所,广东省,H
CN105101481B,2014-04,研究所,广东省,H
CN105102084B,2014-03,研究所,广东省,H
CN105102579B,2014-03,公司,美国,C
CN105120856B,2014-03,学校,美国,A
CN105120948B,2014-04,公司,瑞典,A
CN105122353B,2013-05,公司,美国,G
CN105122674B,2014-04,公司,韩国,H
CN105122867B,2013-11,研究所,广东省,H
CN105126161B,2010-05,公司,美国,A
CN105132184B,2015-09,研究所,江苏省,C
CN105135592B,2015-07,公司,广东省,F
CN105138473B,2015-05,公司,美国,G
CN105138894B,2015-07,公司,福建省,G
CN105139856B,2015-09,学校,广东省,G
CN105142587B,2013-04,公司,瑞典,A
CN105143010B,2014-03,公司,德国,B
CN105143126B,2014-02,公司,法国,C
CN105144097B,2014-05,研究所,美国,G
CN105144439B,2014-05,公司,日本,H
CN105144777B,2014-03,研究所,广东省,H
CN105147456B,2004-12,研究所,英属维尔京群岛,A
CN105148287B,2005-11,公司,美国,A
CN105158743B,2015-04,研究所,德国,G
CN105159958B,2015-08,公司,广东省,G
CN105161093B,2015-10,公司,安徽省,G
CN105162595B,2015-08,研究所,四川省,H
CN105162823B,2015-06,研究所,广东省,H
CN105162966B,2015-08,公司,广东省,H
CN105164270B,2013-12,公司,韩国,C
CN105164671B,2013-11,公司,美国,G
CN105164933B,2014-01,研究所,广东省,H
CN105165964B,2015-10,学校,河南省,A
CN105174492B,2015-10,学校,天津市,C
CN105182585B,2015-09,公司,广东省,G
CN105183554B,2015-07,研究所,广东省,G
CN105183594B,2012-07,研究所,山东省,G
CN105183720B,2015-08,研究所,北京市,G
CN105183883B,2015-09,研究所,北京市,G
CN105185377B,2015-09,研究所,北京市,G
CN105187951B,2015-08,个人,广东省,H
CN105190280B,2014-03,学校,美国,G
CN105191426B,2014-04,公司,日本,H
CN105196772B,2015-09,公司,重庆市,B
CN105199850B,2015-10,公司,西藏自治区,"['C', 'A']"
CN105202256B,2015-06,公司,法国,F
CN105204207B,2014-04,公司,日本,G
CN105204742B,2015-09,研究所,北京市,G
CN105204765B,2015-09,研究所,北京市,G
CN105204846B,2015-08,研究所,北京市,G
CN105204948B,2015-10,研究所,广东省,G
CN105208084B,2015-08,研究所,北京市,H
CN105208494B,2015-09,公司,广东省,H
CN105209668B,2014-03,公司,德国,C
CN105209993B,2014-03,公司,美国,"['G', 'B']"
CN105210273B,2013-09,公司,德国,H
CN105212981B,2015-06,公司,美国,A
CN105218306B,2014-07,公司,北京市,C
CN105218355B,2015-06,研究所,法国,C
CN105221477B,2015-10,学校,江苏省,F
CN105221792B,2015-10,公司,天津市,F
CN105222926B,2015-06,公司,日本,G
CN105223715B,2014-09,公司,韩国,G
CN105227264B,2014-06,研究所,广东省,H
CN105227358B,2015-09,公司,广东省,H
CN105228527B,2014-03,公司,美国,A
CN105229190B,2014-06,公司,日本,C
CN105229427B,2014-03,研究所,瑞士,G
CN105229711B,2014-03,公司,瑞士,G
CN105230999B,2015-11,公司,辽宁省,A
CN105233861B,2014-07,公司,北京市,B
CN105242938B,2014-07,公司,台湾省,G
CN105243639B,2015-09,研究所,北京市,G
CN105244572B,2015-10,研究所,江苏省,H
CN105247079B,2014-03,公司,奥地利,C
CN105255844B,2015-10,学校,浙江省,C
CN105264187B,2014-06,公司,德国,F
CN105264777B,2014-04,公司,美国,H
CN105267334B,2015-10,学校,湖北省,A
CN105267421B,2008-02,个人,黑龙江省,A
CN105267818B,2015-06,学校,福建省,A
CN105268605B,2015-12,研究所,上海市,B
CN105269806B,2014-07,公司,上海市,B
CN105273468B,2014-12,公司,日本,C
CN105273643B,2015-06,公司,日本,C
CN105276857B,2014-06,个人,台湾省,F
CN105279172B,2014-06,研究所,广东省,G
CN105280466B,2015-06,研究所,台湾省,H
CN105280936B,2014-12,公司,韩国,H
CN105281883B,2014-06,研究所,广东省,H
CN105282499B,2015-07,公司,日本,H
CN105283028B,2014-06,公司,广东省,H
CN105283157B,2014-07,公司,日本,A
CN105283801B,2014-03,公司,日本,G
CN105284079B,2014-06,研究所,广东省,H
CN105287604B,2011-11,公司,瑞典,A
CN105289536B,2012-02,公司,美国,B
CN105294186B,2015-11,公司,北京市,C
CN105294670B,2015-11,研究所,上海市,C
CN105294697B,2015-11,研究所,北京市,C
CN105299317B,2014-07,学校,北京市,F
CN105300861B,2015-05,公司,日本,G
CN105302810B,2014-06,研究所,北京市,G
CN105304584B,2014-08,研究所,台湾省,H
CN105306213B,2015-09,公司,北京市,H
CN105306276B,2015-11,研究所,上海市,H
CN105306617B,2015-09,公司,广东省,H
CN105306894B,2015-10,研究所,广东省,H
CN105308415B,2014-06,公司,美国,G
CN105308866B,2014-06,公司,卢森堡,H
CN105308926B,2014-04,研究所,美国,H
CN105308961B,2014-04,公司,韩国,H
CN105309018B,2013-10,研究所,广东省,H
CN105311131B,2015-06,学校,福建省,A
CN105311630B,2014-06,公司,河南省,A
CN105311637B,2014-08,学校,四川省,A
CN105313840B,2014-12,公司,韩国,B
CN105314540B,2015-04,研究所,江苏省,B
CN105320195B,2014-06,公司,广东省,H
CN105321433B,2015-06,公司,丹麦,G
CN105321742B,2014-07,研究所,江苏省,H
CN105414481B,2015-12,公司,重庆市,B
CN105415648B,2015-07,公司,德国,B
CN105416272B,2014-11,公司,韩国,B
CN105418361B,2015-08,公司,美国,C
CN105418757B,2010-05,公司,荷兰,C
CN105420948B,2015-12,公司,浙江省,D
CN105423171B,2015-12,公司,广东省,F
CN105424456B,2015-12,学校,广东省,G
CN105424459B,2015-12,研究所,湖南省,G
CN105424783B,2015-09,公司,日本,G
CN105425982B,2015-09,公司,日本,G
CN105429859B,2011-12,公司,美国,H
CN105429881B,2014-09,研究所,浙江省,H
CN105430165B,2015-10,研究所,北京市,H
CN105430667B,2015-11,公司,广东省,H
CN105431613B,2014-06,研究所,澳大利亚,E
CN105431844B,2014-07,公司,美国,G
CN105431982B,2014-07,公司,新加坡,H
CN105431983B,2014-07,研究所,德国,H
CN105434393B,2014-09,公司,四川省,A
CN105447494B,2015-12,研究所,北京市,G
CN105447821B,2015-12,研究所,广东省,G
CN105449271B,2016-01,研究所,北京市,H
CN105450189B,2015-05,公司,江苏省,H
CN105450368B,2014-09,公司,上海市,H
CN105450491B,2016-01,研究所,湖北省,H
CN105450500B,2014-08,公司,开曼群岛,H
CN105450617B,2014-09,公司,开曼群岛,H
CN105451466B,2015-09,公司,德国,H
CN105451936B,2015-01,公司,日本,B
CN105452339B,2014-08,研究所,美国,C
CN105453566B,2014-07,公司,日本,H
CN105453656B,2014-07,公司,日本,H
CN105453657B,2014-06,研究所,广东省,H
CN105456300B,2010-02,研究所,葡萄牙,C
CN105459747B,2015-12,学校,广西壮族自治区,B
CN105461699B,2015-09,公司,湖北省,C
CN105463813B,2015-09,公司,德国,D
CN105463860B,2015-11,研究所,江苏省,D
CN105464436B,2014-09,个人,湖南省,E
CN105468414B,2015-11,公司,广东省,G
CN105468696B,2015-11,公司,北京市,G
CN105471334B,2015-08,公司,日本,H
CN105472041B,2016-01,研究所,天津市,H
CN105472317B,2015-09,公司,日本,H
CN105472623B,2014-09,研究所,上海市,H
CN105472693B,2014-09,公司,广东省,H
CN105474082B,2013-08,公司,日本,G
CN105474562B,2014-06,公司,百慕大群岛,H
CN105474633B,2014-06,公司,美国,H
CN105474661B,2014-05,公司,以色列,"['H', 'G']"
CN105479942B,2015-10,公司,德国,B
CN105483108B,2016-01,学校,江苏省,C
CN105487105B,2015-12,研究所,江苏省,G
CN105487782B,2015-11,公司,广东省,G
CN105488042B,2014-09,研究所,北京市,G
CN105488145B,2015-11,研究所,北京市,G
CN105488339B,2015-11,研究所,广东省,G
CN105488526B,2015-11,研究所,浙江省,G
CN105488543B,2014-09,公司,安徽省,G
CN105489991B,2015-12,研究所,广东省,H
CN105489992B,2015-12,研究所,广东省,H
CN105490412B,2015-07,公司,广东省,H
CN105490533B,2014-10,公司,广东省,H
CN105490776B,2015-11,研究所,广东省,H
CN105491109B,2015-11,公司,北京市,H
CN105491596B,2015-11,公司,广东省,H
CN105491754B,2015-09,公司,韩国,H
CN105492090B,2014-05,公司,英国,A
CN105492843B,2014-08,公司,日本,F
CN105493026B,2015-08,研究所,广东省,G
CN105493429B,2014-08,公司,美国,H
CN105493559B,2014-07,公司,美国,H
CN105501806B,2015-12,研究所,天津市,B
CN105504001B,2016-01,学校,福建省,C
CN105506078B,2015-12,学校,山东省,C
CN105511935B,2015-12,公司,浙江省,G
CN105512176B,2015-11,研究所,北京市,G
CN105492482B,2014-07,公司,美国,C
CN105512525B,2015-12,研究所,北京市,G
CN105512709B,2015-12,学校,浙江省,G
CN105514765B,2015-10,公司,美国,H
CN105516652B,2015-11,学校,安徽省,H
CN105516970B,2015-11,研究所,上海市,H
CN105517523B,2014-06,公司,日本,A
CN105518128B,2014-07,公司,拉脱维亚,C
CN105518478B,2014-09,公司,德国,G
CN105518632B,2014-09,公司,美国,G
CN105519034B,2014-09,公司,意大利,H
CN105610815B,2015-12,公司,北京市,H
CN105610845B,2016-01,研究所,广东省,H
CN105611026B,2016-01,个人,北京市,H
CN105611074B,2016-02,公司,广东省,H
CN105611160B,2015-12,研究所,北京市,H
CN105611686B,2015-11,公司,日本,H
CN105611862B,2014-07,公司,德国,A
CN105615806B,2014-10,公司,山东省,A
CN105616093B,2016-02,个人,山东省,A
CN105617373B,2014-11,公司,河南省,A
CN105620058B,2014-10,公司,广东省,B
CN105623670B,2015-12,研究所,北京市,C
CN105626199B,2014-10,研究所,上海市,F
CN105628524B,2014-10,公司,北京市,G
CN105628567B,2016-03,公司,贵州省,G
CN105629429B,2014-10,公司,台湾省,"['G', 'H']"
CN105630250B,2016-03,公司,广东省,G
CN105630463B,2014-10,公司,开曼群岛,G
CN105630666B,2014-11,公司,开曼群岛,G
CN105630925B,2015-12,研究所,北京市,G
CN105634777B,2014-11,个人,山西省,H
CN105634868B,2016-01,学校,北京市,H
CN105635049B,2014-10,公司,北京市,H
CN105635069B,2014-11,研究所,广东省,H
CN105635188B,2016-03,研究所,广东省,H
CN105635405B,2016-01,研究所,上海市,H
CN105636042B,2016-01,研究所,江苏省,H
CN105636260B,2015-11,公司,日本,H
CN105636541B,2014-03,公司,巴巴多斯,A
CN105630968B,2015-12,学校,湖北省,G
CN105637439B,2013-09,公司,美国,G
CN105637463B,2014-09,公司,美国,G
CN105637522B,2014-09,研究所,美国,"['G', 'H']"
CN105637829B,2014-07,公司,韩国,H
CN105637845B,2014-01,研究所,广东省,H
CN105637908B,2014-04,研究所,广东省,H
CN105637931B,2014-09,研究所,广东省,H
CN105639282B,2014-11,个人,北京市,A
CN105642904B,2016-01,研究所,内蒙古自治区,"['B', 'C']"
CN105645781B,2010-11,公司,英国,C
CN105646911B,2014-09,学校,湖南省,C
CN105648688B,2016-03,个人,湖南省,D
CN105652486B,2016-04,研究所,北京市,G
CN105652898B,2015-12,研究所,福建省,G
CN105653254B,2014-12,公司,安徽省,G
CN105653290B,2016-01,个人,北京市,G
CN105653598B,2015-12,研究所,北京市,G
CN105653730B,2016-02,公司,北京市,G
CN105654551B,2015-12,公司,北京市,G
CN105655623B,2015-11,公司,日本,H
CN105656725B,2016-02,公司,江苏省,H
CN105656913B,2016-01,公司,福建省,H
CN105657030B,2016-01,学校,四川省,H
CN105657328B,2016-01,研究所,浙江省,H
CN105658089B,2013-10,公司,瑞士,C
CN105658495B,2014-10,公司,法国,B
CN105658593B,2014-08,公司,美国,C
CN105658751B,2014-10,公司,日本,"['C', 'B']"
CN105658996B,2014-09,公司,德国,F
CN105659544B,2014-10,公司,美国,H
CN105661266B,2016-01,学校,湖南省,A
CN105662353B,2016-03,研究所,广东省,A
CN105666682B,2016-02,个人,浙江省,B
CN105670383B,2016-02,研究所,辽宁省,C
CN105670664B,2016-03,公司,新疆维吾尔自治区,C
CN105675187B,2016-03,学校,广东省,"['G', 'A']"
CN105675309B,2016-03,公司,北京市,G
CN105677441B,2014-11,研究所,广东省,G
CN105677772B,2015-12,公司,北京市,G
CN105678064B,2015-12,研究所,北京市,G
CN105679306B,2016-02,研究所,上海市,G
CN105679609B,2016-03,公司,上海市,H
CN105679663B,2011-10,公司,日本,H
CN105679716B,2015-12,公司,日本,H
CN105680026B,2016-04,研究所,江苏省,H
CN105681233B,2011-05,学校,瑞士,H
CN105681291B,2016-01,研究所,福建省,H
CN105682255B,2015-10,个人,辽宁省,H
CN105682270B,2016-01,学校,福建省,H
CN105682518B,2014-09,公司,德国,A
CN105682559B,2014-09,公司,美国,A
CN105682792B,2014-10,公司,英国,B
CN105683093B,2014-08,公司,美国,C
CN105683396B,2014-11,学校,韩国,C
CN105683589B,2014-12,公司,德国,F
CN105683708B,2014-11,公司,美国,G
CN105684214B,2014-10,公司,美国,H
CN105688369B,2015-12,公司,意大利,A
CN105694820B,2016-03,学校,北京市,C
CN105695464B,2016-03,学校,安徽省,C
CN105697853B,2015-10,研究所,美国,F
CN105698337B,2016-02,公司,广东省,F
CN105684222B,2014-11,公司,日本,H
CN105699026B,2016-01,公司,上海市,G
CN105699983B,2015-11,公司,瑞士,G
CN105701098B,2014-11,公司,美国,G
CN105701472B,2016-01,公司,浙江省,G
CN105702187B,2016-01,研究所,北京市,G
CN105703120B,2015-12,公司,美国,H
CN105703597B,2015-11,公司,美国,H
CN105703766B,2015-11,公司,美国,H
CN105703855B,2016-02,学校,广西壮族自治区,H
CN105704073B,2014-11,研究所,上海市,H
CN105705503B,2014-08,公司,德国,"['C', 'A']"
CN105706111B,2015-06,公司,瑞典,G
CN105706161B,2014-09,研究所,美国,G
CN105706461B,2014-09,公司,丹麦,H
CN105708865B,2016-04,研究所,福建省,A
CN105709473B,2014-08,公司,河北省,B
CN105711842B,2015-12,公司,德国,B
CN105713076B,2014-12,学校,北京市,C
CN105714649B,2015-12,公司,德国,E
CN105716756B,2016-01,学校,天津市,G
CN105718453B,2014-12,公司,广东省,G
CN105718630B,2016-01,部队,辽宁省,G
CN105719409B,2014-12,公司,北京市,"['G', 'H']"
CN105720642B,2016-03,公司,广东省,H
CN105720659B,2016-04,学校,福建省,H
CN105720971B,2015-11,公司,美国,H
CN105721473B,2016-02,研究所,福建省,"['H', 'G']"
CN105721488B,2016-03,学校,广东省,H
CN105721741B,2015-12,公司,日本,H
CN105721886B,2016-04,公司,广东省,H
CN105722146B,2016-03,研究所,广东省,H
CN105722538B,2014-07,公司,法国,A
CN105723021B,2014-11,公司,荷兰,D
CN105723243B,2014-11,公司,荷兰,G
CN105723779B,2014-10,研究所,广东省,H
CN105725096B,2016-02,学校,北京市,A
CN105728891B,2012-10,公司,美国,B
CN105732783B,2014-12,学校,北京市,C
CN105733800B,2016-03,学校,湖北省,C
CN105736058B,2015-12,公司,美国,F
CN105736354B,2014-12,研究所,浙江省,F
CN105737943B,2014-12,公司,瑞典,G
CN105739052B,2016-03,公司,浙江省,G
CN105739106B,2015-06,学校,江苏省,G
CN105739751B,2015-12,公司,韩国,G
CN105740099B,2016-01,研究所,北京市,G
CN105740260B,2014-12,公司,开曼群岛,G
CN105741828B,2016-01,学校,江苏省,G
CN105743992B,2016-04,研究所,北京市,H
CN105744443B,2016-05,公司,广东省,H
CN105744924B,2014-09,研究所,日本,A
CN105744965B,2014-11,公司,美国,A
CN105745232B,2015-02,公司,日本,C
CN105742286B,2014-12,公司,台湾省,H
CN105745986B,2013-11,公司,瑞典,H
CN105748277B,2016-03,研究所,江苏省,A
CN105752146B,2012-10,公司,日本,B
CN105752370B,2016-03,个人,山东省,B
CN105752697B,2016-04,研究所,江苏省,B
CN105755697B,2016-05,公司,天津市,D
CN105759267B,2016-03,学校,江苏省,G
CN105759444B,2016-05,研究所,安徽省,G
CN105759967B,2016-02,学校,四川省,G
CN105760301B,2016-02,公司,广东省,G
CN105760375B,2014-12,公司,广东省,G
CN105761426B,2016-04,公司,北京市,G
CN105762030B,2013-08,个人,浙江省,H
CN105762099B,2014-12,公司,北京市,H
CN105762157B,2016-04,研究所,北京市,H
CN105763371B,2016-02,研究所,浙江省,H
CN105763380B,2016-04,研究所,浙江省,H
CN105763414B,2016-01,研究所,浙江省,H
CN105763496B,2014-12,研究所,上海市,H
CN105764018B,2016-04,学校,天津市,H
CN105764482B,2014-11,公司,法国,A
